,D_01_01_Identite_Denomination,D_01_02_Identite_Codeidentnational,D_01_03_Identite_Correspondant,D_01_04_Identite_Contact,D_01_05_Identite_Adjudicateurnuts,D_01_06_Identite_Adresse,D_01_07_Identite_Cp,D_01_08_Identite_Ville,D_01_09_Identite_Pays,D_01_10_Identite_Tel,D_01_11_Identite_Poste,D_01_12_Identite_Fax,D_01_13_Identite_Mel,D_01_14_Identite_Url,D_01_15_Identite_Urlprofilacheteur,D_01_16_Identite_Urlinformation,D_01_17_Identite_Urlparticipation,D_01_18_Identite_Urldocument,D_01_19_Identite_Outillogiciel,D_01_20_Identite_Agitpourautrecompteoui,D_01_21_Identite_Agitpourautrecomptenon,D_01_22_Identite_Loicompteautrepays,D_01_23_Identite_Organismeacheteurcentraloui,D_01_24_Identite_Organismeacheteurcentralnon
21-23395,UNIVERSITE PARIS-SACLAY,None, Direction de la Performance Achats Marchés,,,Route de l'Orme aux merisiers,91190,SAINT AUBIN,,,,,service.marches@universite-paris-saclay.fr,https://www.universite-paris-saclay.fr,https://www.marches-publics.gouv.fr,,,,,False,False,,False,False
21-13322,Etablissement Public Loire,None, Service marchés,,,2 Quai du Fort Alleaume - CS 55708,45057,Orléans Cedex,,02-46-47-03-21,,09-70-65-01-06,marches.eploire@eptb-loire.fr,http://www.eptb-loire.fr/,http://eptb-loire.e-marchespublics.com,,,,,False,False,,False,False
21-32449,DEPARTEMENT DE L ISERE,22380001200013,,,FRK24,7 rue Fantin Latour,38022,Grenoble,,(+33) 4-76-00-38-38,,(+33) 4-76-00-38-35,marches-publics@isere.fr,https://www.isere.fr/,https://www.marches-publics.info,,https://www.marches-publics.info,https://www.marches-publics.info,,False,True,,False,True
21-12507,Ville du Robert,21972222000015,,"Alfred MONTHIEUX, Maire",FRY20,Hôtel de VilleRue Vincent AllègreBP 107,97231,Le Robert,,(+33) 5-96-65-10-05,,(+33) 5-96-65-13-10,commande.publique@ville-robert.fr,http://www.ville-robert.fr,https://www.marches-securises.fr,,,,,False,True,,False,True
20-159154,Ville de Balma,21310044900015,,,FRJ23,"8, allée de l'appel du 18 juin 1940",31132,Balma,,(+33) 5-61-24-92-92,,(+33) 5-61-24-52-93,commande.publique@mairie-balma.fr,http://www.mairie-balma.fr,http://www.ladepeche-marchespublics.fr,,,,,True,False,,False,True
21-24549,Ville de Dugny,None,,,FR106,1 rue de la Résistance,93440,Dugny,,(+33) 1-49-92-66-66,,,marches.publics@mairie-dugny.fr,http://www.ville-dugny.fr,https://www.achatpublic.com,,,,,False,True,,False,True
21-6716,GPT HOSPITALIER PORTES DE PROVENCE,20006353500013,,,FRK23,"Ght Sud Drome Ardeche, Quartier Beausseret, Cellule Des Marches - Ght",26216,Montelimar,,(+33) 4-75-53-40-10,,(+33) 4-75-53-40-98,gestion.marches@gh-portesdeprovence.fr,http://www.ch-montelimar.fr,http://www.marches-publics.info/,,,,,False,True,,False,True
21-5702,Commune de Charenton-le-Pont,None,,,FR107,,None,Charenton-le-Pont,,,,,marchespublics@charenton.fr,http://www.charenton.fr,http://www.achatpublic.com,,,,,False,True,,False,True
21-36306,GIP SIB,None,,,FRH03,4 rue du Professeur Jean Pecker,35065,Rennes cedex,,,,,achats@sib.fr,http://www.sib.fr,https://www.megalis.bretagne.bzh,,https://www.megalis.bretagne.bzh,https://marches.megalis.bretagne.bzh,https://www.megalis.bretagne.bzh,False,True,,False,True
21-2025,OPH des Pyrénées-Orientales,48889876800020,,,FRJ15,5-7 rue Valette,66004,Perpignan,,(+33) 4-68-55-33-30,,(+33) 1-55-66-62-84,marches@office66.fr,http://www.office66.fr/,http://www.midilibre-marchespublics.com/,,,,,False,True,,False,True
21-451,Gpmt commandes Commune CCAS MONTFORT,None,,https://marches.megalisbretagne.org/,FRH03,BOULEVARD VILLEBOIS MAREUIL - BP 86219,35162,MONTFORT SUR MEU CEDEX,,(+33) 2-99-09-00-17,,(+33) 2-99-09-14-04,marches.publics@montfort-sur-meu.fr,https://www.montfort-sur-meu.bzh/,https://marches.megalisbretagne.org/,,,,,False,True,,False,True
21-6288,CAPs,None,,,FRF31,4 rue Léon Parisot,54110,Rosières Aux Salines,,(+33) 3-83-48-14-12,,(+33) -83-46-68-25,je.oberle@caps-54-51.com,http://www.caps-54-51.com/,http://caps.e-marchespublics.com,,,,,False,True,,False,True
21-4757,COMMUNE DE CAVALAIRE SUR MER,21830036600018,,Service Commande publique,FRL05,Place Benjamin Gaillard,83240,Cavalaire sur Mer,,(+33) 4-94-00-11-49,,,acheteur.public@cavalaire.fr,http://www.cavalaire.fr,http://www.cavalaire.fr,,,,,False,True,,False,True
21-17267,SYND MIXTE GEST DECHET FAUCIGNY GENEVO,25740162000030,,,FRK21,"5 Chemin du Tapey, Zi Arlod, Bellegarde sur Valserine",01200,Valserhone,,(+33) 4-50-56-67-30,,(+33) 4-50-56-67-37,marches@sidefage.fr,http://www.sidefage.fr,http://www.sidefage.fr,,http://www.sidefage.fr,http://www.sidefage.fr,,False,True,,False,True
21-35083,COMMUNE D AJACCIO,21200004600012,,,FRM,2 avenue Antoine Serafini,20304,Ajaccio,,(+33) 4-95-52-53-04,,,correspondre@aws-france.com,http://www.ajaccio.fr,https://www.marches-publics.info,,https://www.marches-publics.info,https://www.marches-publics.info,,False,True,,False,True
21-3514,Département des Côtes d'Armor,None,,,FRH01,9 place du Général de Gaulle - CS 42371,22023,SAINT-BRIEUC Cedex,,(+33) 2-96-62-27-56,,,contactdfj@cotesdarmor.fr,http://www.cotesdarmor.fr,https://www.e-megalisbretagne.org,,,,,False,True,,False,True
21-23308,COMMUNAUTE DE COMMUNES DE HTE BIGORRE,24650048200012,,,FRJ26,Hôtel de Ville,65201,Bagneres De Bigorre,,(+33) 5-62-95-08-05,,,marchespublics@haute-bigorre.fr,http://www.haute-bigorre.fr,http://commandepublique.ha-py.fr/,,http://commandepublique.ha-py.fr/,http://commandepublique.ha-py.fr/,,False,True,,False,True
21-13644,SEMSAMAR (973),None,,M. Luques Erick,FRY30,Centre commercial Family PLAZAZI Terca,97351,Matoury,,(+33) 5-94-35-35-61,,(+33) 5-94-29-26-59,eluques@semsamar.fr,http://www.semsamar.fr,https://www.marches-securises.fr,,http://www.marches-securises.fr,http://www.marches-securises.fr,,False,True,,False,True
21-4266,Musée LAM,None, LALAU Justine,,,1 Allée du Musée,59650,Villeneuve d'Ascq,,03-20-19-68-78,,03-20-19-68-99,jlalau@musee-lam.fr,http://www.musee-lam.fr/,http://http://www.musee-lam.fr/,,,,,False,False,,False,False
21-1720,Cité Nouvelle,None,,citenouvelle@citenouvelle.fr,FRK25,13 Place Jean Jaurès,42000,SAINT ETIENNE,,(+33) 4-77-42-37-80,,,citenouvelle@citenouvelle.fr,http://www.citenouvelle.fr/,http://citenouvelle.sudest-marchespublics.com,,,,,False,True,,False,True
21-9922,Ville de Blagnac,None," CARLES JOSEPH, Maire",,,1 Place des Arts,31700,BLAGNAC,,05-61-71-72-00,,05-61-71-72-73,contact@mairie-blagnac.fr,http://www.mairie-blagnac.fr,http://www.mairie-blagnac.fr/acces-aux-consultations-en-cours.html,,,,,False,False,,False,False
21-30236,Conseil général de la Haute-Saône,22700001500015,,Service AAJCP,FRC23,23 rue de la Préfecture CS 20349,70006,Vesoul cedex,,,,,eve-lise.gabory-belin@haute-saone.fr,http://www.haute-saone.fr,https://www.achatpublic.com/sdm/ent/gen/index.jsp,,https://www.achatpublic.com/sdm/ent/gen/ent_detail.do?PCSLID=CSL_2021_xWrv2HBTmo,http://www.achatpublic.com,,False,True,,False,True
21-1160,CENTRALESUPELEC,None,,,FR104,3 rue Joliot Curie,91190,Gif-sur-yvette,,,,,achatsetmarches@centralesupelec.fr,http://www.centralesupelec.fr,,,,,,False,True,,False,True
21-25480,COMMUNAUTE D AGGLOMERATION SEINE EURE,None,,,FRD21,"1, Place Thorel CS10514",27405,LOUVIERS CEDEX,,(+33) 2-76-46-03-30,,,marchespublics@seine-eure.com,http://www.agglo-seine-eure.fr/,http://www.mpe27.fr,,,,,False,False,,False,False
20-156887,VAL-ECO Syndicat mixte de collecte,None,Christian MARY,,,5 rue de la Vallée Maillard,41000,Blois,,,,,,,,,,,,False,False,,False,False
21-17817,CDC du Pays de Saint Gilles Cx de Vie,None,,Lucie BEYNIE,FRG05,ZAE du Soleil Levant - CS 63669 - Givrand,85806,Saint gilles croix de vie,,(+33) 2-51-55-55-55,,(+33) 2-51-54-24-46,l.beynie@payssaintgilles.fr,http://www.payssaintgilles.fr,http://www.marches-securises.fr,,http://www.marches-securises.fr,http://www.marches-securises.fr,,False,True,,False,True
21-12379,Cdg59,None,,,FRE11,14 Rue Jeanne Maillotte,None,Lille,,,,,info-mp@cdg59.fr,http://www.cdg59.fr,http://www.marchespublics596280.fr,,,,,False,True,,False,True
21-9915,COMMUNAUTE DE COM ARDENNES THIERACHE,None,Nicolas PERRI,,,4-6 Impasse de la Fontaine,08260,Maubert-Fontaine,,03-24-26-13-31,,,contact@ardennesthierache.fr,http://www.xmarches.fr,,,,,,False,False,,False,False
21-31990,CC de l'Ouest Vosgien,None,,,FRF34,"2 bis, avenue François de Neufchâteau",88300,NEUFCHATEAU,,,,,contact@ccov.fr,https://www.xmarches.fr,https://www.xmarches.fr,,,,,False,True,,False,True
21-195,Ville de Saint Egrève,21380382800010,,,FRK24,"36 avenue Général de Gaulle, Cs 40120",38521,Saint-Egreve,,(+33) 4-76-56-53-16,,,marches-publics@mairie-st-egreve.fr,http://www.saint-egreve.fr,http://ledauphine.marchespublics-eurolegales.com,,,,,True,False,,False,True
21-5258,COMMUNE DE SAINT PIERRE DES CORPS,None,,,FRB04,34 Avenue de la République - BP 357,37700,Saint pierre des corps,,(+33) 2-47-63-43-48,,,m.raynal@mairiespdc.fr,https://saintpierredescorps.fr/,https://www.achatpublic.com/sdm/ent/gen/index.jsp,,,,,False,True,,False,True
21-5197,ville de Bois d'Arcy,None, Cambon Céline,,,2 avenue Paul Vaillant Couturier,78390,BOIS D'ARCY,,01-30-45-83-31,,,ccambon@boisdarcy.fr,http://boisdarcy.e-marchespublics.com,http://boisdarcy.e-marchespublics.com,,,,,False,False,,False,False
21-31639,COMMUNE DE MAICHE,None, Regis LIGIER,,,Rue du Général de GaulleBP 39,25120,Maiche,,(+33) 3-81-64-03-01,,,contact@mairie-maiche.fr,,https://www.marches-securises.fr,,,,,False,False,,False,False
21-36204,CROUS de Lille,18591150000014,,Service Achats et Marchés,FRE11,74 rue de Cambrai,59017,Lille cedex,,(+33) 3-20-88-66-03,,,service.patrimoine.et.marches@crous-lille.fr,http://www.crous-lille.fr,http://www.marches-publics.gouv.fr,,,,,False,True,,False,True
21-10093,CA VAL PARISIS,20005848500018,,,FR108,271 chaussée Jules César,95250,Beauchamp,,(+33) 1-30-26-39-64,,,commandepublique@valparisis.fr,https://www.valparisis.fr/,https://www.valparisis.fr/,,,,,False,True,,False,True
21-6079,COMMUNE DE CANNES,21060029200010,,,FRL03,"Place Cornut Gentille, Cs 30140",06406,Cannes,,(+33) 4-97-06-45-50,,(+33) 4-97-06-45-40,correspondre@aws-france.com,http://www.cannes.com,http://agysoft.marches-publics.info/,,,,,False,True,,False,True
21-6175,CENTRE HOSPITALIER AGEN NERAC,None,,,FRI14,ROUTE DE VILLENEUVE,47923,Agen cedex 9,,,,,dhaght47@ght47.fr,http://www.marches-publics.gouv.fr,,,,,,False,True,,False,True
21-13258,Communauté de Communes du Limouxin,None,,,FRJ11,"2, PLACE ALCANTARA",11300,LIMOUX,,,,,commande.publique@cc-limouxin.fr,https://limouxinwebsite.wixsite.com/cdc-du-limouxin/covid-19,https://marchespublics.aude.fr,,,,,False,True,,False,True
21-20141,Grand Port Maritime de La Réunion,78940185800012,,,FRY4,2 Rue Evariste de Parny,97821,Le Port,,(+33) 2-62-42-90-76,,,commandepublique@reunion.port.fr,http://www.reunion.port.fr/,https://www.marches-publics.info,,,,,False,True,,False,True
21-5440,CNRS,None,,,FR105,"1, Place Aristide Briand",92195,MEUDON,,,,,marches-ddai@cnrs.fr,http://www.cnrs.fr/,https://www.marches-publics.gouv.fr/,,,,,False,True,,True,False
21-38696,Commune de Saint-Paul,21060128200010,,,FR,Place de la Mairie,06570,Saint-Paul,,(+33) 4-93-32-41-02,,(+33) 4-93-32-64-58,anwar.hanane@saint-pauldevence.fr,http://www.saintpauldevence.org,http://www.marches-securises.fr,,,,,True,False,,False,True
21-15481,Ville de Téteghem-Coudekerque-Village,20005712300016,,,FRE11,90 Route du Chapeau Rouge,59229,Téteghem-Coudekerque-Village,,,,,marches-publics@ville-tcv.fr,http://www.ville-tcv.fr/,http://www.marches-securises.fr/,,,,,False,True,,False,True
21-43339,,,,,,,,,,,,,,,,,,,,,,,,
21-11900,CDC du Rhône aux Gorges de l'Ardèche,None,,,FRK22,2 Avenue du Maréchal Leclerc,07700,Bourg saint andeol,,(+33) 4-75-54-40-50,,,cfauvel@ccdraga.fr,http://www.ccdraga.fr,https://www.achatpublic.com/sdm/ent/gen/index.jsp,,,,,True,False,,False,True
21-35732,Ville de Billère,None,Monsieur le Maire,,,39 route de BayonneBP346,64146,Billere,,05-59-40-03-30,,,marchespublics@ville-billere.fr,,http://www.demat-ampa.fr,,,,,False,False,,False,False
21-36730,SPL ARAC OCCITANIE,None, OUEST SITE,,,"Mandataire agissant au nom et pour le compte de la région Occitanie, représentée par la Présidente de la Région Occitanie Pyrénées Méditerranée, Madame Carole DELGA, 55 Avenue Louis Bréguet - CS 24020",31028,Toulouse,,,,,contact@arac-occitanie.fr,http://www.arac-occitanie.fr,http://marches-publics.info,,,,,False,False,,False,False
21-14673,EHPAD ST JACQUES ST CHRISTOPHE,None,,,FR,"3, rue Rue de l'HospiceCesny Bois Halbout",14220,CESNY-LES-SOURCES,,(+33) 2-31-78-31-68,,,ehpadstjacquesstchristophe@wanadoo.fr,http://www.klekoon.com,http://www.klekoon.com,,,,,False,True,,False,True
21-4971,Douaisis Agglo,None,,,FRE11,746 rue Jean Perrin,59351,DOUAI,,(+33) 3-27-99-21-47,,,marchespublics@douaisis-agglo.com,http://www.douaisis-agglo.com,https://marchespublics596280.fr,,,,,False,True,,False,True
21-11391,S.D.I.S. de la Haute-Loire,None,,Mme Elise MARSAY-DENOUS et Mme Agnès BEGEY,FRK13,104 rue Hippolyte Malègue ZA Taulhac,43000,Le puy en velay,,(+33) -04-71-07-03-14,,,commande.publique@sdis43.fr,https://www.achatpublic.com/sdm/ent/gen/index.jsp,https://www.achatpublic.com/sdm/ent/gen/index.jsp,,,,,False,True,,False,True
21-790,COMMUNAUTE DE COMMUNES DES 7 VALLEES,20004403000019,,,FR,6 rue du Général Daullé,62140,HESDIN,,(+33) 3-21-90-06-06,,,david.maillard@7vallees-comm.fr,https://www.7vallees-comm.fr/,https://www.marchespublics.pro:443/1551,http://www.marchespublics.pro,http://www.marchespublics.pro,,,False,True,,False,True
21-15124,CHU DE LILLE,None,"Mme BEAUCIER Michèle, CHU de LILLLE",,,CS 70001,59037,Lille cedex,,03-20-44-41-11,,,,http://www.chru-lille.fr,https://www.marches-publics.gouv.fr,,,,,False,False,,False,False
21-19742,Métropole Nice Côte d'Azur,None,,,FRL03,Pour le compte de la Ville de Nice 5 rue de l'Hôtel de Ville,06364,Nice cedex 4,,(+33) 4-97-13-44-70,,,dao@nicecotedazur.org,http://www.e-marches06.fr,http://www.e-marches06.fr,,http://www.e-marches06.fr,http://www.e-marches06.fr,,False,True,,False,True
20-158981,SDIS de Loir-et-Cher,28410006200025,,,FRB05,"11-13 avenue Gutenberg, Cs 74 324",41043,Blois,,(+33) 2-54-51-54-00,,(+33) 2-54-56-05-16,celine.trinel@sdis41.fr,http://www.sdis41.fr,http://www.sdis41.fr/marches-publics/,,,,,False,True,,False,True
21-11146,CENTRE HOSPITALIER DE NIORT,26790001700018,,,FRI33,"40 avenue Charles de Gaulle , Cs 70600",79021,Niort,,(+33) 5-49-78-20-55,,(+33) 5-49-78-20-56,correspondre@aws-france.com,http://www.ch-niort.fr,http://agysoft.marches-publics.info,,,,,False,True,,False,True
21-34287,MAISON DE RETRAITE AU CHENE DE SCAER,None,maison.retraite-scaer@wanadoo.fr,,,"2, rue Louis Pasteur",29390,Scaer,,,,,,,,,,,,False,False,,False,False
21-10329,CHU de Nantes,None,,,FR,5 allée de l'ïle gloriette,44093,Nantes cedex,,(+33) -02-40-84-68-87,,,bureau.desmarches@chu-nantes.fr,http://www.chu-nantes.fr,http://www.marches-publics.gouv.fr,,,,,True,False,,False,True
21-1413,centre nautique intercommunal,None," KHAMLA Nacer, Président",,,16 Rue du Docteur Georges Lévy,69200,Vénissieux,,04-37-90-54-54,,,mpublic@centre-nautique.fr,http://WWW.centre-nautique.fr,,,,,,False,False,,False,False
21-5429,Autorité des Marchés Financiers,None,,,FR101,17 Place de la bourse,75082,Paris cedex 02,,,,,h.lelievre@amf-france.org,http://www.amf-france.org/,https://www.achatpublic.com/sdm/ent/gen/index.jsp,,,,,False,True,,False,True
21-1412,CABVS,20004059000016,,,FRK26,"115, rue Paul Bert",69400,Villefranche-sur-Saone,,(+33) 4-74-68-23-08,,(+33) 4-74-68-45-61,marches-publics@agglo-villefranche.fr,http://www.agglo-villefranche.fr/,http://marchespublics.agglo-villefranche.fr/,,,,,False,True,,False,True
21-6026,CH REG ET UNVT DE BREST,None,,,FRH02,2 avenue Foch,29609,Brest cedex,,(+33) 2-98-22-36-03,,,cellule.marches@chu-brest.fr,https://www.chu-brest.fr/fr,https://www.marches-publics.gouv.fr,,,,,False,True,,False,True
21-190,Centre Hospitalier René Dubos,None,,Lisa CODET,FR,Etablissement support du GHT NOVO - 6 avenue de l'ile de France,95300,pontoise,,(+33) 1-30-75-46-93,,,lisa.codet@ght-novo.fr,http://www.ch-pontoise.fr,https://marches-publics.gouv.fr,,,,,True,False,,False,True
21-23892,Mairie d'Odos,None,,,FR,"1, place Marguerite de Navarre",65310,ODOS,,(+33) 5-62-45-11-16,,(+33) 5-62-45-06-22,direction@auditassurances65.com,http://www.klekoon.com,http://www.klekoon.com,,http://www.klekoon.com,http://www.klekoon.com,http://www.klekoon.com,False,True,,False,True
21-28709,REGIE EAU D'AZUR,None,,"Service Achats, Marchés Publics",FRL03,Crystal Palace369 / 371 Promenade des Anglais - CS 53135,06203,Nice Cedex 3,,(+33) 4-89-98-14-87,,,marchespublics@eaudazur.com,http://www.eaudazur.com,https://www.marches-securises.fr,,,,,False,False,,False,False
21-18328,Ville de Fleury-Mérogis,None,,,FR104,"12, rue Roger Clavier",91700,Fleury-Mérogis,,(+33) 1-69-46-72-56,,(+33) 1-69-46-72-69,cuillerat@mairie-fleury-merogis.fr,https://www.mairie-fleury-merogis.fr,https://www.e-marchespublics.com,,,,,False,True,,False,True
21-41591,,,,,,,,,,,,,,,,,,,,,,,,
21-5995,Ville de Wissembourg,None,,Adélaïde BOEHM,FRF11,"11, Place de la République",67160,WISSEMBOURG,,(+33) 3-88-54-87-71,,,juridique@mairie-wissembourg.fr,http://www.ville-wissembourg.eu,https://alsacemarchespublics.eu,,,,,False,True,,False,True
21-8216,Semtcar,None, Général Le Directeur,,,"1 rue Geneviève de Gaulle Anthonioz, CS80827",35208,RENNES,,02-99-85-89-30,,02-99-65-11-51,aapc@semtcar.fr,http://www.semtcar.fr,http://www.marches-publics.info,,,,,False,False,,False,False
20-159089,CA VAL PARISIS,20005848500018,,,FR108,271 chaussée Jules César,95250,Beauchamp,,(+33) 1-30-26-39-64,,,commandepublique@valparisis.fr,https://www.valparisis.fr/,https://www.valparisis.fr/,,https://www.valparisis.fr/,https://www.valparisis.fr/,,False,True,,False,True
20-153864,Ville de Muret,None,,,FRJ23,27 rue Castelvielh,31600,Muret,,,,,marches.publics@mairie-muret.fr,https://marches.publics@mairie-muret.fr,,,,,,False,True,,False,True
21-23488,SIAVED,None,Charles LEMOINE,,,5 route de lourches,59282,Douchy les mines,,,,,marches.publics@siaved.fr,http://www.siaved.fr,,,,,,False,False,,False,False
21-24399,REGIE EAU D'AZUR,None,,"Service Achats, Marchés Publics",FRL03,Crystal Palace369 / 371 Promenade des Anglais - CS 53135,06203,Nice Cedex 3,,(+33) 4-89-98-14-87,,,marchespublics@eaudazur.com,http://eaudazur.com,https://www.marches-securises.fr,,https://www.marches-securises.fr,https://www.marches-securises.fr,,False,True,,False,True
21-16935,CCAS DE MONFERRAN SAVES FOYER LES THUY,None,,,FR,27 ROUTE DE MARESTAING,32490,MONFERRAN SAVES,,(+33) 5-62-07-89-10,,(+33) 5-62-07-89-11,foyer-les-thuyas@lesthuyas.fr,http://www.foyerlesthuyas.sitew.com/,https://saisie.boamp.fr/pls/saisie/FCT2_DemandeCompte2.ModifCompte,,,,,False,True,,False,True
21-6252,VILLE DE LOUHANS CHATEAURENAUD,None,,,FRC13,1 Rue des Bordes,71500,Louhans-chateaurenaud,,,,,marches.publics@louhans-chateaurenaud.fr,https://www.louhans-chateaurenaud.fr/,https://www.ternum-bfc.fr/,,,,,False,True,,False,True
21-15846,Auray Quiberon Terre Atlantique,None,,Monsieur le Président,FRH04,"Communauté de communes - Espace tertiaire Porte Océane, Rue du Danemark, BP 70447,",56404,AURAY CEDEX,,(+33) 2-97-29-18-69,,(+33) 2-97-29-18-68,marches.publics@auray-quiberon.fr,http://www.auray-quiberon.fr,https://www.megalis.bretagne.bzh,,,,,False,True,,False,True
21-13952,Commune de Vallauris Golfe-Juan,21060155500019,,,FRL03,S.Commande Publique Place J. Cavasse,06220,Vallauris,,(+33) 4-93-64-74-50,,(+33) 4-93-64-55-37,juridique@vallauris.fr,http://www.vallauris-golfe-juan.fr,http://www.vallauris-golfe-juan.fr,,,,,True,False,,False,True
21-9938,EHPAD STE SOPHIE,None,,Mme GUILLOTIN Caroline,FRF31,2 RUE HENRI POULET,54470,THIAUCOURT REGNIEVILLE,,(+33) 3-83-81-90-04,,(+33) 3-83-81-97-32,mrthiaucourt.direction@orange.fr,http://www.e-marchespublics.com,http://www.e-marchespublics.com,,,,,False,True,,False,True
21-15382,Ville du Marin,None,,,FRY20,26 Rue Osman Duquesnay,97290,Le Marin,,(+33) 5-96-74-90-02,,(+33) 5-96-74-96-60,contact@villedumarin.org,http://www.marches-securises.fr,https://www.marches-securises.fr,,http://www.marches-securises.fr,http://www.marches-securises.fr,http://www.marches-securises.fr,False,True,,False,True
21-3979,AGCE NATIONALE DE CONTROLE DU LOGT SOC,None,,,FR105,Grande arche paroi sud,92055,La Défense Cedex,,,,,pierre.vincent@ancols.fr,https://www.ancols.fr/home.html,https://www.marches-publics.gouv.fr,,,,,False,True,,False,True
21-24889,VILLE DE SETE,21340301700014,,,FRJ13,"Sète Agglopôle Méditerranée, Direction Commande Publique Mutualisée, 4, avenue d'aigues",34110,Frontignan,,,,(+33) 4-67-46-47-65,correspondre@aws-france.com,http://www.sete.fr/,http://www.agglopole.fr/,,,,,False,True,,False,True
21-43,Commune de Vendin le Vieil,None,,,FRE12,,None,VENDIN LE VIEIL,,,,,marchespublics@vendinlevieil.fr,http://www.marchespublics.pro:443/1583,http://www.marchespublics.pro:443/1583,,,,,False,True,,False,True
21-4962,MAIRIE DE SAINT-MEDARD-EN-JALLES,None,,,FRI12,Place de l'Hôtel de Ville,33160,Saint médard en jalles,,(+33) 5-56-57-40-56,,,m.thouvenin@saint-medard-en-jalles.fr,http://www.saint-medard-en-jalles.fr/,,,,,,False,True,,False,True
